"Google Checkout","Google Checkout"
"Google Checkout Shipping - Carrier Calculated","Entrega do Google Checkout - Frete Calculado"
"Google Checkout Shipping - Digital Delivery","Entrega do Google Checkout - Entrega Digital"
"Google Checkout Shipping - Flat Rate","Entrega do Google Checkout - Preço Fixo"
"Google Checkout Shipping - Merchant Calculated","Entrega do Google Checkout - Negociante Calculado"
"Google Checkout: %s","Google Checkout: %s"
"Google Order Number: %s","Google Número do Pedido: %s"
"Google Order Status Change:","Google Alteração do Status do Pedido:"
"Google Refund:","Google Reembolso:"
"Google Risk Information:","Google Informação de Risco:"
"GoogleCheckout is not configured","GoogleCheckout não está configurado"
"Ground","Base"
"Hide Cart Contents","Esconder Conteúdo do Carrinho"
"Home Delivery","Entrega em Domicílio"
"IP Address: %s","Endereço IP: %s"
"If enabled, cart contents will be hidden after clicking on the Google Checkout button in the shopping cart, and restored if ""Edit Cart"" link was activated.","Se habilitado, o conteúdo do carrinho será escondido depois de clicar no botão de compra do google checkout, e retorna se ""Editar Carrinho"" for clicado."
"Inches","Polegadas"
"Invoice Auto-Created: %s","Pedido Automático: %s"
"Is Buyer Willing to Receive Marketing Emails: %s","O comprador aceita receber email marketing: %s"
"Key/URL delivery","Entrega por URL"
"Large - %s","Extenso - %s"
"Latest Charge: %s","Últimas Alterações: %s"
"Latest Chargeback: %s","Últimos Estornos: %s"
"Latest Refund: %s","Últimos Reembolsos: %s"
"Location","Localização"
"Media Mail","Media Mail"
"Medium - %s","Médio - %s"
"Merchant ID","ID do Vendedor"
"Merchant Key","Chave do Vendedor"
"Method","Método"
"New Order Status","Novo Status do Pedido"
"Next Day Air","Próximo Day Air"
"Next Day Air Early AM","Próximo Day Air Early AM"
"Next Day Air Saver","Próximo Day Air Saver"
"No","Não"
"No Comment","Nenhum Comentário"
"No Reason","Nenhuma Razão"
"Optimistic","Otimista"
"Optional, leave empty for home page.","Opcional, deixe em branco para página inicial."
"Order creation error","Erro ao criar pedido"
"Parcel Post","Encomenda"
"Pessimistic","Pessimista"
"Priority Mail","Importante"
"Priority Overnight","Da noite pro dia"
"Rate 1 Amount","Taxa 1 Valor"
"Rate 1 Ship To Applicable Countries","Taxa 1 Entrega para países selecionados"
"Rate 1 Ship to Specific Countries","Taxa 1 Entrega para países específicos"
"Rate 1 Title","Taxa 1 Título"
"Rate 2 Amount","Taxa 2 Valor"
"Rate 2 Ship To Applicable Countries","Taxa 2 Entrega para países selecionados"
"Rate 2 Ship to Specific Countries","Taxa 2 Entrega para países específicos"
"Rate 2 Title","Taxa 2 Título"
"Rate 3 Amount","Taxa 3 Valor"
"Rate 3 Ship To Applicable Countries","Taxa 3 Entrega para países selecionados"
"Rate 3 Ship to Specific Countries","Taxa 3 Entrega para países específicos"
"Rate 3 Title","Taxa 3 Título"
"Required for live Google Checkout transactions.","Obrigatório para transações em tempo real do Google Checkout."
"Residential","Residencial"
"Sandbox","Ambiente de Teste"
"Secure Callback URL","URL Segura de Retorno"
"Small - %s","Pequeno - %s"
"Standard Overnight","Standard Overnight"
"The tax amount has been applied based on the information received from Google Checkout, because tax amount received from Google Checkout is different from the calculated tax amount","O valor do imposto aplicado tem base nas informações recebidas do Google Checkout, porque o valor do imposto recebido do Google Checkout é diferente do valor do imposto calculado"
"Title","Titulo"
"Total Chargeback: %s","Total Estornado: %s"
"Total Charged: %s","Total Alterado: %s"
"Total Refunded: %s","Total Reembolsado: %s"
"Transparent","Transparente"
"UPS","UPS"
"USPS","USPS"
"United Kingdom","Reino Unido"
"United States","Estados Unidos"
"Unknown Reason","Razão Desconhecida"
"White Background","Fundo Branco"
"Yes","Sim"
"You will be redirected to GoogleCheckout in a few seconds.","Você será redirecionado para o GoogleCheckout em alguns segundos."
